,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
155,0.9474,0.973,0.9474,1.0,0,108,0,6,DropEdgeGCN,Cora,0.14,114,114
156,0.918,0.9573,0.918,1.0,0,112,0,10,RGCN,Cora,0.15,122,122
157,0.9098,0.9528,0.9098,1.0,0,111,0,11,GCN,Cora,0.15,122,122
158,0.5984,0.7487,0.5984,1.0,0,73,0,49,SkipNodeGCN,Cora,0.15,122,122
159,0.9344,0.9661,0.9344,1.0,0,114,0,8,DropEdgeGCN,Cora,0.15,122,122
160,0.9462,0.9723,0.9462,1.0,0,123,0,7,RGCN,Cora,0.16,130,130
161,0.9077,0.9516,0.9077,1.0,0,118,0,12,GCN,Cora,0.16,130,130
162,0.6231,0.7678,0.6231,1.0,0,81,0,49,SkipNodeGCN,Cora,0.16,130,130
163,0.9077,0.9516,0.9077,1.0,0,118,0,12,DropEdgeGCN,Cora,0.16,130,130
164,0.9353,0.9665,0.9353,1.0,0,130,0,9,RGCN,Cora,0.17,139,139
165,0.9209,0.9588,0.9209,1.0,0,128,0,11,GCN,Cora,0.17,139,139
166,0.6619,0.7965,0.6619,1.0,0,92,0,47,SkipNodeGCN,Cora,0.17,139,139
167,0.9065,0.9509,0.9065,1.0,0,126,0,13,DropEdgeGCN,Cora,0.17,139,139
168,0.9388,0.9684,0.9388,1.0,0,138,0,9,RGCN,Cora,0.18,147,147
169,0.9116,0.9537,0.9116,1.0,0,134,0,13,GCN,Cora,0.18,147,147
170,0.6803,0.8097,0.6803,1.0,0,100,0,47,SkipNodeGCN,Cora,0.18,147,147
171,0.9048,0.95,0.9048,1.0,0,133,0,14,DropEdgeGCN,Cora,0.18,147,147
172,0.9419,0.9701,0.9419,1.0,0,146,0,9,RGCN,Cora,0.19,155,155
173,0.9161,0.9562,0.9161,1.0,0,142,0,13,GCN,Cora,0.19,155,155
174,0.7484,0.8561,0.7484,1.0,0,116,0,39,SkipNodeGCN,Cora,0.19,155,155
175,0.9484,0.9735,0.9484,1.0,0,147,0,8,DropEdgeGCN,Cora,0.19,155,155
176,0.9632,0.9812,0.9632,1.0,0,157,0,6,RGCN,Cora,0.2,163,163
177,0.9202,0.9585,0.9202,1.0,0,150,0,13,GCN,Cora,0.2,163,163
178,0.681,0.8102,0.681,1.0,0,111,0,52,SkipNodeGCN,Cora,0.2,163,163
179,0.9202,0.9585,0.9202,1.0,0,150,0,13,DropEdgeGCN,Cora,0.2,163,163
180,0.9591,0.9791,0.9591,1.0,0,164,0,7,RGCN,Cora,0.21,171,171
181,0.924,0.9605,0.924,1.0,0,158,0,13,GCN,Cora,0.21,171,171
182,0.655,0.7915,0.655,1.0,0,112,0,59,SkipNodeGCN,Cora,0.21,171,171
183,0.9415,0.9699,0.9415,1.0,0,161,0,10,DropEdgeGCN,Cora,0.21,171,171
184,0.9665,0.983,0.9665,1.0,0,173,0,6,RGCN,Cora,0.22,179,179
185,0.9218,0.9593,0.9218,1.0,0,165,0,14,GCN,Cora,0.22,179,179
186,0.6536,0.7905,0.6536,1.0,0,117,0,62,SkipNodeGCN,Cora,0.22,179,179
187,0.9497,0.9742,0.9497,1.0,0,170,0,9,DropEdgeGCN,Cora,0.22,179,179
188,0.9309,0.9642,0.9309,1.0,0,175,0,13,RGCN,Cora,0.23,188,188
189,0.9521,0.9755,0.9521,1.0,0,179,0,9,GCN,Cora,0.23,188,188
190,0.7074,0.8287,0.7074,1.0,0,133,0,55,SkipNodeGCN,Cora,0.23,188,188
191,0.9149,0.9556,0.9149,1.0,0,172,0,16,DropEdgeGCN,Cora,0.23,188,188
192,0.9643,0.9818,0.9643,1.0,0,189,0,7,RGCN,Cora,0.24,196,196
193,0.9286,0.963,0.9286,1.0,0,182,0,14,GCN,Cora,0.24,196,196
194,0.7347,0.8471,0.7347,1.0,0,144,0,52,SkipNodeGCN,Cora,0.24,196,196
195,0.949,0.9738,0.949,1.0,0,186,0,10,DropEdgeGCN,Cora,0.24,196,196
196,0.9559,0.9774,0.9559,1.0,0,195,0,9,RGCN,Cora,0.25,204,204
197,0.9314,0.9645,0.9314,1.0,0,190,0,14,GCN,Cora,0.25,204,204
198,0.7402,0.8507,0.7402,1.0,0,151,0,53,SkipNodeGCN,Cora,0.25,204,204
