,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
85,0.9602,0.9797,0.9602,1.0,0,410,0,17,GCN,Photo,0.22,427,427
86,0.9297,0.9636,0.9297,1.0,0,397,0,30,SkipNodeGCN,Photo,0.22,427,427
87,0.9157,0.956,0.9157,1.0,0,391,0,36,DropEdgeGCN,Photo,0.22,427,427
88,0.9843,0.9921,0.9843,1.0,0,439,0,7,RGCN,Photo,0.23,446,446
89,0.9574,0.9782,0.9574,1.0,0,427,0,19,GCN,Photo,0.23,446,446
90,0.935,0.9664,0.935,1.0,0,417,0,29,SkipNodeGCN,Photo,0.23,446,446
91,0.917,0.9567,0.917,1.0,0,409,0,37,DropEdgeGCN,Photo,0.23,446,446
92,0.9914,0.9957,0.9914,1.0,0,461,0,4,RGCN,Photo,0.24,465,465
93,0.8925,0.9432,0.8925,1.0,0,415,0,50,GCN,Photo,0.24,465,465
94,0.9355,0.9667,0.9355,1.0,0,435,0,30,SkipNodeGCN,Photo,0.24,465,465
95,0.9591,0.9791,0.9591,1.0,0,446,0,19,DropEdgeGCN,Photo,0.24,465,465
96,0.9918,0.9959,0.9918,1.0,0,481,0,4,RGCN,Photo,0.25,485,485
97,0.9361,0.967,0.9361,1.0,0,454,0,31,GCN,Photo,0.25,485,485
98,0.8969,0.9457,0.8969,1.0,0,435,0,50,SkipNodeGCN,Photo,0.25,485,485
99,0.9299,0.9637,0.9299,1.0,0,451,0,34,DropEdgeGCN,Photo,0.25,485,485
100,0.7895,0.8824,0.7895,1.0,0,15,0,4,RGCN,Photo,0.01,19,19
101,0.9474,0.973,0.9474,1.0,0,18,0,1,GCN,Photo,0.01,19,19
102,0.6842,0.8125,0.6842,1.0,0,13,0,6,SkipNodeGCN,Photo,0.01,19,19
103,0.8421,0.9143,0.8421,1.0,0,16,0,3,DropEdgeGCN,Photo,0.01,19,19
104,0.7895,0.8824,0.7895,1.0,0,30,0,8,RGCN,Photo,0.02,38,38
105,0.8421,0.9143,0.8421,1.0,0,32,0,6,GCN,Photo,0.02,38,38
106,0.8421,0.9143,0.8421,1.0,0,32,0,6,SkipNodeGCN,Photo,0.02,38,38
107,0.8158,0.8986,0.8158,1.0,0,31,0,7,DropEdgeGCN,Photo,0.02,38,38
108,0.8276,0.9057,0.8276,1.0,0,48,0,10,RGCN,Photo,0.03,58,58
109,0.8448,0.9159,0.8448,1.0,0,49,0,9,GCN,Photo,0.03,58,58
110,0.9138,0.955,0.9138,1.0,0,53,0,5,SkipNodeGCN,Photo,0.03,58,58
111,0.8966,0.9455,0.8966,1.0,0,52,0,6,DropEdgeGCN,Photo,0.03,58,58
112,0.7792,0.8759,0.7792,1.0,0,60,0,17,RGCN,Photo,0.04,77,77
113,0.8831,0.9379,0.8831,1.0,0,68,0,9,GCN,Photo,0.04,77,77
114,0.8961,0.9452,0.8961,1.0,0,69,0,8,SkipNodeGCN,Photo,0.04,77,77
115,0.8961,0.9452,0.8961,1.0,0,69,0,8,DropEdgeGCN,Photo,0.04,77,77
116,0.866,0.9282,0.866,1.0,0,84,0,13,RGCN,Photo,0.05,97,97
117,0.8557,0.9222,0.8557,1.0,0,83,0,14,GCN,Photo,0.05,97,97
118,0.866,0.9282,0.866,1.0,0,84,0,13,SkipNodeGCN,Photo,0.05,97,97
119,0.8969,0.9457,0.8969,1.0,0,87,0,10,DropEdgeGCN,Photo,0.05,97,97
120,0.8621,0.9259,0.8621,1.0,0,100,0,16,RGCN,Photo,0.06,116,116
121,0.8966,0.9455,0.8966,1.0,0,104,0,12,GCN,Photo,0.06,116,116
122,0.8879,0.9406,0.8879,1.0,0,103,0,13,SkipNodeGCN,Photo,0.06,116,116
123,0.8448,0.9159,0.8448,1.0,0,98,0,18,DropEdgeGCN,Photo,0.06,116,116
124,0.8815,0.937,0.8815,1.0,0,119,0,16,RGCN,Photo,0.07,135,135
125,0.9185,0.9575,0.9185,1.0,0,124,0,11,GCN,Photo,0.07,135,135
126,0.9333,0.9655,0.9333,1.0,0,126,0,9,SkipNodeGCN,Photo,0.07,135,135
127,0.8667,0.9286,0.8667,1.0,0,117,0,18,DropEdgeGCN,Photo,0.07,135,135
128,0.9548,0.9769,0.9548,1.0,0,148,0,7,RGCN,Photo,0.08,155,155
129,0.9355,0.9667,0.9355,1.0,0,145,0,10,GCN,Photo,0.08,155,155
130,0.9355,0.9667,0.9355,1.0,0,145,0,10,SkipNodeGCN,Photo,0.08,155,155
131,0.929,0.9632,0.929,1.0,0,144,0,11,DropEdgeGCN,Photo,0.08,155,155
132,0.9828,0.9913,0.9828,1.0,0,171,0,3,RGCN,Photo,0.09,174,174
133,0.9023,0.9486,0.9023,1.0,0,157,0,17,GCN,Photo,0.09,174,174
134,0.9138,0.955,0.9138,1.0,0,159,0,15,SkipNodeGCN,Photo,0.09,174,174
135,0.8793,0.9358,0.8793,1.0,0,153,0,21,DropEdgeGCN,Photo,0.09,174,174
136,0.9536,0.9763,0.9536,1.0,0,185,0,9,RGCN,Photo,0.1,194,194
137,0.9124,0.9542,0.9124,1.0,0,177,0,17,GCN,Photo,0.1,194,194
138,0.8454,0.9162,0.8454,1.0,0,164,0,30,SkipNodeGCN,Photo,0.1,194,194
139,0.8918,0.9428,0.8918,1.0,0,173,0,21,DropEdgeGCN,Photo,0.1,194,194
140,0.9155,0.9559,0.9155,1.0,0,195,0,18,RGCN,Photo,0.11,213,213
141,0.8592,0.9242,0.8592,1.0,0,183,0,30,GCN,Photo,0.11,213,213
142,0.9437,0.971,0.9437,1.0,0,201,0,12,SkipNodeGCN,Photo,0.11,213,213
143,0.9437,0.971,0.9437,1.0,0,201,0,12,DropEdgeGCN,Photo,0.11,213,213
144,0.9009,0.9478,0.9009,1.0,0,209,0,23,RGCN,Photo,0.12,232,232
145,0.9095,0.9526,0.9095,1.0,0,211,0,21,GCN,Photo,0.12,232,232
146,0.9052,0.9502,0.9052,1.0,0,210,0,22,SkipNodeGCN,Photo,0.12,232,232
147,0.9009,0.9478,0.9009,1.0,0,209,0,23,DropEdgeGCN,Photo,0.12,232,232
148,0.9444,0.9714,0.9444,1.0,0,238,0,14,RGCN,Photo,0.13,252,252
149,0.9008,0.9478,0.9008,1.0,0,227,0,25,GCN,Photo,0.13,252,252
150,0.9087,0.9522,0.9087,1.0,0,229,0,23,SkipNodeGCN,Photo,0.13,252,252
151,0.9087,0.9522,0.9087,1.0,0,229,0,23,DropEdgeGCN,Photo,0.13,252,252
152,0.9668,0.9831,0.9668,1.0,0,262,0,9,RGCN,Photo,0.14,271,271
153,0.8266,0.9051,0.8266,1.0,0,224,0,47,GCN,Photo,0.14,271,271
154,0.9114,0.9537,0.9114,1.0,0,247,0,24,SkipNodeGCN,Photo,0.14,271,271
155,0.9446,0.9715,0.9446,1.0,0,256,0,15,DropEdgeGCN,Photo,0.14,271,271
156,0.9725,0.9861,0.9725,1.0,0,283,0,8,RGCN,Photo,0.15,291,291
157,0.9107,0.9532,0.9107,1.0,0,265,0,26,GCN,Photo,0.15,291,291
158,0.9519,0.9754,0.9519,1.0,0,277,0,14,SkipNodeGCN,Photo,0.15,291,291
159,0.8832,0.938,0.8832,1.0,0,257,0,34,DropEdgeGCN,Photo,0.15,291,291
160,0.9839,0.9919,0.9839,1.0,0,305,0,5,RGCN,Photo,0.16,310,310
161,0.8903,0.942,0.8903,1.0,0,276,0,34,GCN,Photo,0.16,310,310
162,0.871,0.931,0.871,1.0,0,270,0,40,SkipNodeGCN,Photo,0.16,310,310
163,0.9,0.9474,0.9,1.0,0,279,0,31,DropEdgeGCN,Photo,0.16,310,310
164,0.9848,0.9923,0.9848,1.0,0,324,0,5,RGCN,Photo,0.17,329,329
165,0.8845,0.9387,0.8845,1.0,0,291,0,38,GCN,Photo,0.17,329,329
166,0.9179,0.9572,0.9179,1.0,0,302,0,27,SkipNodeGCN,Photo,0.17,329,329
167,0.8906,0.9421,0.8906,1.0,0,293,0,36,DropEdgeGCN,Photo,0.17,329,329
168,0.9857,0.9928,0.9857,1.0,0,344,0,5,RGCN,Photo,0.18,349,349
169,0.8911,0.9424,0.8911,1.0,0,311,0,38,GCN,Photo,0.18,349,349
170,0.8968,0.9456,0.8968,1.0,0,313,0,36,SkipNodeGCN,Photo,0.18,349,349
171,0.9083,0.952,0.9083,1.0,0,317,0,32,DropEdgeGCN,Photo,0.18,349,349
