,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
44,0.826,0.6776,0.6187,0.7489,1381,4858,851,463,GraphSage,Photo,0.05,97,97
45,0.8138,0.6502,0.6006,0.7088,1307,4840,869,537,RGCN,Photo,0.05,97,97
46,0.7668,0.6358,0.5139,0.8335,1537,4255,1454,307,RGAT,Photo,0.05,97,97
47,0.7559,0.0,0.0,0.0,0,5709,0,1844,RGraphSage,Photo,0.05,97,97
48,0.4693,0.441,0.2928,0.8935,1561,1938,3771,186,GCN,Photo,0.1,194,194
49,0.7242,0.5958,0.4537,0.8672,1515,3885,1824,232,GAT,Photo,0.1,194,194
50,0.7135,0.5711,0.4398,0.814,1422,3898,1811,325,GraphSage,Photo,0.1,194,194
51,0.8069,0.6607,0.5615,0.8025,1402,4614,1095,345,RGCN,Photo,0.1,194,194
52,0.8114,0.6679,0.5686,0.8094,1414,4636,1073,333,RGAT,Photo,0.1,194,194
53,0.7657,0.0,0.0,0.0,0,5709,0,1747,RGraphSage,Photo,0.1,194,194
54,0.5457,0.4942,0.3293,0.9897,1633,2383,3326,17,GCN,Photo,0.15,291,291
55,0.6813,0.5821,0.4123,0.9897,1633,3381,2328,17,GAT,Photo,0.15,291,291
56,0.7873,0.6073,0.5182,0.7333,1210,4584,1125,440,GraphSage,Photo,0.15,291,291
57,0.903,0.813,0.7159,0.9406,1552,5093,616,98,RGCN,Photo,0.15,291,291
58,0.9162,0.8323,0.7546,0.9279,1531,5211,498,119,RGAT,Photo,0.15,291,291
59,0.7758,0.0,0.0,0.0,0,5709,0,1650,RGraphSage,Photo,0.15,291,291
60,0.6187,0.495,0.3453,0.8738,1357,3136,2573,196,GCN,Photo,0.2,388,388
61,0.6903,0.5706,0.4055,0.962,1494,3519,2190,59,GAT,Photo,0.2,388,388
62,0.7543,0.5645,0.4546,0.7444,1156,4322,1387,397,GraphSage,Photo,0.2,388,388
63,0.8392,0.6768,0.5934,0.7875,1223,4871,838,330,RGCN,Photo,0.2,388,388
64,0.8303,0.6427,0.5847,0.7135,1108,4922,787,445,RGAT,Photo,0.2,388,388
65,0.7861,0.0,0.0,0.0,0,5709,0,1553,RGraphSage,Photo,0.2,388,388
66,0.6188,0.5141,0.3469,0.9924,1445,2989,2720,11,GCN,Photo,0.25,485,485
67,0.7027,0.5723,0.4044,0.9787,1425,3610,2099,31,GAT,Photo,0.25,485,485
68,0.7887,0.61,0.488,0.8132,1184,4467,1242,272,GraphSage,Photo,0.25,485,485
69,0.9351,0.838,0.8502,0.8262,1203,5497,212,253,RGCN,Photo,0.25,485,485
70,0.9209,0.8236,0.7527,0.9093,1324,5274,435,132,RGAT,Photo,0.25,485,485
71,0.915,0.7392,0.9818,0.5927,863,5693,16,593,RGraphSage,Photo,0.25,485,485
72,0.4617,0.4788,0.3166,0.9818,1887,1636,4073,35,GCN,Photo,0.01,19,19
73,0.425,0.4412,0.2921,0.9011,1732,1511,4198,190,GAT,Photo,0.01,19,19
74,0.7916,0.637,0.5675,0.7258,1395,4646,1063,527,GraphSage,Photo,0.01,19,19
75,0.7745,0.6336,0.5362,0.7742,1488,4422,1287,434,RGCN,Photo,0.01,19,19
76,0.7273,0.5877,0.4746,0.7716,1483,4067,1642,439,RGAT,Photo,0.01,19,19
77,0.4811,0.4505,0.3072,0.8444,1623,2048,3661,299,RGraphSage,Photo,0.01,19,19
78,0.4272,0.4482,0.293,0.9528,1757,1470,4239,87,GCN,Photo,0.05,97,97
79,0.4905,0.4732,0.3165,0.9371,1728,1977,3732,116,GAT,Photo,0.05,97,97
80,0.7856,0.6457,0.5413,0.7999,1475,4459,1250,369,GraphSage,Photo,0.05,97,97
81,0.7774,0.6359,0.5294,0.7961,1468,4404,1305,376,RGCN,Photo,0.05,97,97
82,0.816,0.6678,0.597,0.7576,1397,4766,943,447,RGAT,Photo,0.05,97,97
83,0.7559,0.0,0.0,0.0,0,5709,0,1844,RGraphSage,Photo,0.05,97,97
84,0.5267,0.4964,0.3306,0.9954,1739,2188,3521,8,GCN,Photo,0.1,194,194
85,0.7226,0.6199,0.4565,0.9651,1686,3702,2007,61,GAT,Photo,0.1,194,194
86,0.7623,0.5958,0.4953,0.7476,1306,4378,1331,441,GraphSage,Photo,0.1,194,194
87,0.7984,0.6461,0.5488,0.7853,1372,4581,1128,375,RGCN,Photo,0.1,194,194
88,0.8012,0.6615,0.5504,0.8288,1448,4526,1183,299,RGAT,Photo,0.1,194,194
89,0.7657,0.0,0.0,0.0,0,5709,0,1747,RGraphSage,Photo,0.1,194,194
90,0.5679,0.5064,0.3404,0.9885,1631,2548,3161,19,GCN,Photo,0.15,291,291
91,0.6914,0.5837,0.4184,0.9648,1592,3496,2213,58,GAT,Photo,0.15,291,291
92,0.7736,0.595,0.4968,0.7418,1224,4469,1240,426,GraphSage,Photo,0.15,291,291
93,0.8912,0.7336,0.8128,0.6685,1103,5455,254,547,RGCN,Photo,0.15,291,291
94,0.8365,0.6833,0.604,0.7867,1298,4858,851,352,RGAT,Photo,0.15,291,291
