,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
81,0.8758,0.8399,0.9537,0.7504,5646,9522,274,1878,RGCN,dblp,0.05,396,396
82,0.8622,0.817,0.9654,0.7081,5328,9605,191,2196,RGAT,dblp,0.05,396,396
83,0.8671,0.8385,0.8884,0.7939,5973,9046,750,1551,RGraphSage,dblp,0.05,396,396
84,0.7853,0.7843,0.6797,0.9269,6607,6683,3113,521,GCN,dblp,0.1,792,792
85,0.8601,0.8401,0.8097,0.8729,6222,8334,1462,906,GAT,dblp,0.1,792,792
86,0.85,0.8258,0.8085,0.8439,6015,8371,1425,1113,GraphSage,dblp,0.1,792,792
87,0.8582,0.8292,0.8416,0.8171,5824,8700,1096,1304,RGCN,dblp,0.1,792,792
88,0.8844,0.857,0.8944,0.8225,5863,9104,692,1265,RGAT,dblp,0.1,792,792
89,0.8858,0.8569,0.9072,0.8119,5787,9204,592,1341,RGraphSage,dblp,0.1,792,792
90,0.8394,0.8164,0.7639,0.8766,5901,7972,1824,831,GCN,dblp,0.15,1188,1188
91,0.8598,0.8301,0.8196,0.8409,5661,8550,1246,1071,GAT,dblp,0.15,1188,1188
92,0.847,0.8242,0.7748,0.8803,5926,8074,1722,806,GraphSage,dblp,0.15,1188,1188
93,0.8782,0.8542,0.8335,0.876,5897,8618,1178,835,RGCN,dblp,0.15,1188,1188
94,0.8937,0.8673,0.8823,0.8528,5741,9030,766,991,RGAT,dblp,0.15,1188,1188
95,0.8879,0.8541,0.909,0.8054,5422,9253,543,1310,RGraphSage,dblp,0.15,1188,1188
96,0.805,0.7924,0.681,0.9474,6003,6984,2812,333,GCN,dblp,0.2,1584,1584
97,0.8608,0.8299,0.7977,0.8649,5480,8406,1390,856,GAT,dblp,0.2,1584,1584
