,acc,f1,precision,recall,1/1,0/0,0/1,1/0,model,dataset,rate,length negatives,length positives
42,0.518,0.61,0.4406,0.991,7287,2726,9252,66,GCN,PubMed,0.05,386,386
43,0.6055,0.6555,0.4907,0.9869,7257,4447,7531,96,GAT,PubMed,0.05,386,386
44,0.5689,0.5883,0.462,0.8097,5954,5044,6934,1399,GraphSage,PubMed,0.05,386,386
45,0.8534,0.8242,0.7577,0.9036,6644,9853,2125,709,RGCN,PubMed,0.05,386,386
46,0.8679,0.8306,0.8109,0.8514,6260,10518,1460,1093,RGAT,PubMed,0.05,386,386
47,0.8584,0.8232,0.784,0.8664,6371,10223,1755,982,RGraphSage,PubMed,0.05,386,386
48,0.5233,0.5994,0.4337,0.9699,6756,3158,8820,210,GCN,PubMed,0.1,773,773
49,0.5819,0.6159,0.465,0.9116,6350,4673,7305,616,GAT,PubMed,0.1,773,773
50,0.5629,0.5745,0.4474,0.8025,5590,5073,6905,1376,GraphSage,PubMed,0.1,773,773
51,0.8224,0.744,0.7916,0.7018,4889,10691,1287,2077,RGCN,PubMed,0.1,773,773
52,0.826,0.7386,0.825,0.6685,4657,10990,988,2309,RGAT,PubMed,0.1,773,773
53,0.8413,0.7883,0.7737,0.8035,5597,10341,1637,1369,RGraphSage,PubMed,0.1,773,773
54,0.5259,0.5919,0.426,0.9698,6380,3380,8598,199,GCN,PubMed,0.15,1160,1160
55,0.5819,0.6134,0.4563,0.9357,6156,4642,7336,423,GAT,PubMed,0.15,1160,1160
56,0.615,0.6041,0.4754,0.8284,5450,5963,6015,1129,GraphSage,PubMed,0.15,1160,1160
57,0.8336,0.7286,0.8639,0.6299,4144,11325,653,2435,RGCN,PubMed,0.15,1160,1160
58,0.8416,0.7466,0.8621,0.6585,4332,11285,693,2247,RGAT,PubMed,0.15,1160,1160
59,0.8124,0.6785,0.8643,0.5584,3674,11401,577,2905,RGraphSage,PubMed,0.15,1160,1160
60,0.5247,0.5777,0.4143,0.954,5907,3626,8352,285,GCN,PubMed,0.2,1547,1547
61,0.6139,0.596,0.4631,0.8359,5176,5978,6000,1016,GAT,PubMed,0.2,1547,1547
62,0.7039,0.6275,0.5492,0.7319,4532,8258,3720,1660,GraphSage,PubMed,0.2,1547,1547
63,0.8237,0.6969,0.8416,0.5946,3682,11285,693,2510,RGCN,PubMed,0.2,1547,1547
64,0.8292,0.7116,0.8379,0.6184,3829,11237,741,2363,RGAT,PubMed,0.2,1547,1547
65,0.8434,0.7478,0.8288,0.6812,4218,11107,871,1974,RGraphSage,PubMed,0.2,1547,1547
66,0.5007,0.555,0.3914,0.9538,5537,3367,8611,268,GCN,PubMed,0.25,1934,1934
67,0.6998,0.6532,0.5243,0.8661,5028,7416,4562,777,GAT,PubMed,0.25,1934,1934
68,0.6936,0.6087,0.522,0.7299,4237,8098,3880,1568,GraphSage,PubMed,0.25,1934,1934
69,0.7924,0.5675,0.8869,0.4172,2422,11669,309,3383,RGCN,PubMed,0.25,1934,1934
70,0.7996,0.596,0.8714,0.4529,2629,11590,388,3176,RGAT,PubMed,0.25,1934,1934
71,0.8502,0.7417,0.8483,0.6589,3825,11294,684,1980,RGraphSage,PubMed,0.25,1934,1934
72,0.4777,0.5977,0.4272,0.9945,7620,1763,10215,42,GCN,PubMed,0.01,77,77
73,0.6033,0.6514,0.4956,0.95,7279,4569,7409,383,GAT,PubMed,0.01,77,77
74,0.5739,0.5925,0.4725,0.7942,6085,5186,6792,1577,GraphSage,PubMed,0.01,77,77
75,0.7612,0.7424,0.6408,0.8821,6759,8190,3788,903,RGCN,PubMed,0.01,77,77
76,0.757,0.7468,0.6292,0.9183,7036,7832,4146,626,RGAT,PubMed,0.01,77,77
77,0.6753,0.6653,0.5564,0.8272,6338,6924,5054,1324,RGraphSage,PubMed,0.01,77,77
78,0.5887,0.6379,0.4796,0.9525,7004,4377,7601,349,GCN,PubMed,0.05,386,386
79,0.6729,0.6679,0.544,0.8648,6359,6648,5330,994,GAT,PubMed,0.05,386,386
80,0.5679,0.5853,0.4609,0.8017,5895,5084,6894,1458,GraphSage,PubMed,0.05,386,386
